payment_id,customer_id,payment_date,amount,payment_method,failure_reason,customer_lifetime_value,previous_payment_count,previous_success_count,previous_failure_count,previous_average_amount,customer_success_rate,amount_vs_customer_average,recent_failure_count,recovered
PAY004865,CUST00830,2026-04-04,840.0,card,expired_card,472890.24,7,6,1,1062.9357142857143,0.8571428571428571,0.7902641605795271,1,True
PAY008297,CUST00830,2026-05-07,1136.83,upi,expired_card,472890.24,13,11,2,1027.3261538461538,0.8461538461538461,1.1065911207885444,0,True
PAY002192,CUST00831,2026-03-16,4747.86,wallet,insufficient_funds,483509.88,1,1,0,10020.22,1.0,0.4738279199458694,0,True
PAY003090,CUST00831,2026-03-22,6997.54,upi,card_declined,483509.88,2,1,1,7384.039999999999,0.5,0.9476573799708562,1,False
PAY004743,CUST00831,2026-04-03,7151.47,wallet,timeout,483509.88,3,1,2,7255.206666666666,0.3333333333333333,0.9857017626881294,2,False
PAY005433,CUST00831,2026-04-08,7270.72,wallet,insufficient_funds,483509.88,4,1,3,7229.2725,0.25,1.0057332878239131,3,True
PAY006011,CUST00831,2026-04-13,5747.13,card,card_declined,483509.88,5,1,4,7237.562,0.2,0.7940698815429837,4,False
PAY008442,CUST00831,2026-05-09,8100.7,netbanking,network_error,483509.88,9,4,5,7680.912222222221,0.4444444444444444,1.0546533752284344,1,False
PAY009014,CUST00831,2026-05-19,9971.45,netbanking,card_declined,483509.88,10,4,6,7722.8910000000005,0.4,1.2911550868709658,1,False
PAY002942,CUST00832,2026-03-21,4417.2,card,network_error,179683.07,3,3,0,3601.193333333333,1.0,1.2265934070002722,0,True
PAY003809,CUST00832,2026-03-27,4147.1,card,expired_card,179683.07,4,3,1,3805.1949999999997,0.75,1.089852162635555,1,True
PAY007177,CUST00832,2026-04-24,5067.64,card,expired_card,179683.07,8,6,2,3866.33625,0.75,1.31070855515994,1,False
PAY007626,CUST00832,2026-04-29,4084.57,upi,authentication_failed,179683.07,9,6,3,3999.8144444444447,0.6666666666666666,1.0211898718635004,1,False
PAY008215,CUST00832,2026-05-06,3526.56,netbanking,expired_card,179683.07,10,6,4,4008.29,0.6,0.8798165801376647,2,False
PAY004866,CUST00834,2026-04-04,8089.04,upi,expired_card,328858.72,4,4,0,11964.63,1.0,0.6760794107297927,0,True
PAY007277,CUST00834,2026-04-25,13750.6,netbanking,timeout,328858.72,8,7,1,11308.7025,0.875,1.215930828492482,1,True
PAY004093,CUST00835,2026-03-29,17391.4,netbanking,authentication_failed,270661.92,4,4,0,11817.775,1.0,1.4716306580553449,0,True
PAY000190,CUST00838,2026-03-01,15701.26,card,authentication_failed,186138.99,0,0,0,15701.26,0.0,1.0,0,True
PAY000501,CUST00838,2026-03-04,17995.52,netbanking,timeout,186138.99,1,0,1,15701.26,0.0,1.1461194834045165,1,False
PAY001942,CUST00838,2026-03-14,14020.41,upi,insufficient_funds,186138.99,2,0,2,16848.39,0.0,0.8321513212835173,2,True
PAY005292,CUST00838,2026-04-07,14581.83,upi,card_declined,186138.99,5,2,3,15514.545999999998,0.4,0.939881192785145,1,True
PAY006367,CUST00838,2026-04-16,16380.77,netbanking,timeout,186138.99,6,2,4,15359.093333333332,0.3333333333333333,1.0665193344746045,1,True
PAY000749,CUST00839,2026-03-06,15458.97,upi,card_declined,287289.41,0,0,0,15458.97,0.0,1.0,0,True
PAY002194,CUST00839,2026-03-16,12004.9,netbanking,expired_card,287289.41,1,0,1,15458.97,0.0,0.7765653209754596,1,True
PAY004471,CUST00839,2026-04-01,13915.05,wallet,expired_card,287289.41,3,1,2,15000.616666666667,0.3333333333333333,0.9276318640233678,2,False
PAY006238,CUST00839,2026-04-15,15806.92,upi,authentication_failed,287289.41,5,2,3,15141.653999999999,0.4,1.0439361512289214,2,False
PAY000750,CUST00840,2026-03-06,2730.42,upi,network_error,278845.35,0,0,0,2730.42,0.0,1.0,0,True
PAY002490,CUST00840,2026-03-18,2220.99,wallet,card_declined,278845.35,2,1,1,2473.7200000000003,0.5,0.8978340313374188,1,True
PAY006239,CUST00840,2026-04-15,2441.45,card,card_declined,278845.35,5,3,2,2635.81,0.6,0.9262617563481435,1,False
PAY004094,CUST00841,2026-03-29,13502.29,card,timeout,254606.49,4,4,0,12566.0025,1.0,1.0745095745444901,0,False
PAY002195,CUST00842,2026-03-16,5216.9,wallet,timeout,143461.74,2,2,0,3197.55,1.0,1.631530390455192,0,True
PAY002943,CUST00843,2026-03-21,15407.07,netbanking,network_error,341797.33,2,2,0,13411.75,1.0,1.1487740227785337,0,True
PAY003514,CUST00843,2026-03-25,13819.89,upi,card_declined,341797.33,3,2,1,14076.856666666667,0.6666666666666666,0.9817454512217098,1,False
PAY006893,CUST00843,2026-04-21,11961.96,card,insufficient_funds,341797.33,6,4,2,14337.823333333334,0.6666666666666666,0.8342940013907271,1,True
PAY008443,CUST00843,2026-05-09,24206.86,card,expired_card,341797.33,8,5,3,14940.7775,0.625,1.6201874366979898,1,False
PAY009675,CUST00843,2026-06-08,17286.0,netbanking,authentication_failed,341797.33,12,8,4,15810.001666666669,0.6666666666666666,1.0933585185158634,1,True
PAY003810,CUST00844,2026-03-27,1466.86,wallet,expired_card,487665.99,3,3,0,1618.6733333333332,1.0,0.9062112594264439,0,True
PAY000502,CUST00845,2026-03-04,19064.88,card,network_error,398474.13,0,0,0,19064.88,0.0,1.0,0,True
PAY008569,CUST00845,2026-05-11,16679.63,wallet,card_declined,398474.13,12,11,1,15507.731666666667,0.9166666666666666,1.0755686491437229,0,True
PAY002788,CUST00847,2026-03-20,10375.73,upi,expired_card,103533.65,2,2,0,17997.085,1.0,0.5765228091104754,0,False
PAY004607,CUST00847,2026-04-02,12724.31,netbanking,network_error,103533.65,4,3,1,14706.385,0.75,0.8652235066605423,1,True
PAY002342,CUST00848,2026-03-17,1453.63,card,network_error,252538.56,1,1,0,1287.47,1.0,1.1290593178870187,0,False
PAY004095,CUST00848,2026-03-29,1220.5,card,network_error,252538.56,2,1,1,1370.5500000000002,0.5,0.8905184050198824,1,True
PAY005547,CUST00848,2026-04-09,951.68,netbanking,card_declined,252538.56,3,1,2,1320.5333333333335,0.3333333333333333,0.7206785137318253,2,False
PAY006368,CUST00848,2026-04-16,984.35,upi,expired_card,252538.56,4,1,3,1228.32,0.25,0.801379119447701,3,False
PAY000191,CUST00849,2026-03-01,3019.7,card,insufficient_funds,72833.0,0,0,0,3019.7,0.0,1.0,0,False
PAY001544,CUST00849,2026-03-11,3767.07,upi,network_error,72833.0,1,0,1,3019.7,0.0,1.247498095837335,1,False
PAY002945,CUST00849,2026-03-21,3872.48,card,authentication_failed,72833.0,3,1,2,3034.14,0.3333333333333333,1.2763023459695335,2,False
PAY008218,CUST00849,2026-05-06,2539.62,wallet,timeout,72833.0,9,6,3,3611.3799999999997,0.6666666666666666,0.7032270212494947,0,True
PAY001419,CUST00850,2026-03-10,13339.03,netbanking,network_error,239503.35,1,1,0,12395.7,1.0,1.0761013899981444,0,True
PAY001056,CUST00851,2026-03-08,2975.63,upi,insufficient_funds,305098.96,0,0,0,2975.63,0.0,1.0,0,True
PAY004747,CUST00851,2026-04-03,3049.05,wallet,card_declined,305098.96,3,2,1,3259.0499999999997,0.6666666666666666,0.9355640447369633,1,True
PAY008300,CUST00852,2026-05-07,13360.99,netbanking,card_declined,167343.09,7,7,0,16680.74142857143,1.0,0.8009829813148935,0,True
PAY004097,CUST00854,2026-03-29,10470.66,netbanking,expired_card,370963.08,3,3,0,9257.94,1.0,1.130992423800543,0,False
PAY005672,CUST00854,2026-04-10,7100.48,card,expired_card,370963.08,6,5,1,9283.851666666667,0.8333333333333334,0.7648204920694732,1,False
PAY006135,CUST00854,2026-04-14,10651.62,card,authentication_failed,370963.08,7,5,2,8971.941428571428,0.7142857142857143,1.1872146162345178,2,True
PAY009340,CUST00854,2026-05-27,8519.23,netbanking,card_declined,370963.08,13,10,3,9859.134615384615,0.7692307692307693,0.8640951089871751,0,False
PAY000751,CUST00855,2026-03-06,10970.32,upi,expired_card,171504.86,0,0,0,10970.32,0.0,1.0,0,False
PAY005436,CUST00856,2026-04-08,8332.33,card,expired_card,268508.22,7,7,0,9548.66857142857,1.0,0.8726169452495098,0,True
PAY007535,CUST00856,2026-04-28,3905.75,upi,network_error,268508.22,11,10,1,9012.24181818182,0.9090909090909091,0.43338273415170836,1,True
PAY007973,CUST00856,2026-05-03,8452.23,wallet,authentication_failed,268508.22,12,10,2,8586.700833333334,0.8333333333333334,0.9843396391765132,2,True
PAY004353,CUST00857,2026-03-31,1690.56,card,network_error,153396.33,3,3,0,1731.0633333333335,1.0,0.9766020499923938,0,False
PAY001058,CUST00858,2026-03-08,5317.82,wallet,expired_card,187337.12,0,0,0,5317.82,0.0,1.0,0,False
PAY002078,CUST00858,2026-03-15,4469.71,netbanking,expired_card,187337.12,1,0,1,5317.82,0.0,0.8405154743861207,1,True
PAY002494,CUST00858,2026-03-18,4459.59,wallet,authentication_failed,187337.12,2,0,2,4893.764999999999,0.0,0.9112799654253935,2,False
PAY002344,CUST00859,2026-03-17,7945.88,card,authentication_failed,490049.53,2,2,0,9213.119999999999,1.0,0.8624526761835297,0,True
PAY003380,CUST00859,2026-03-24,8427.04,netbanking,network_error,490049.53,3,2,1,8790.706666666667,0.6666666666666666,0.958630553781797,1,True
PAY004609,CUST00859,2026-04-02,5962.49,upi,insufficient_funds,490049.53,4,2,2,8699.79,0.5,0.6853602213386759,2,False
PAY008570,CUST00859,2026-05-11,6695.33,netbanking,network_error,490049.53,10,7,3,7997.977000000001,0.7,0.8371279387275057,0,True
PAY009102,CUST00859,2026-05-21,9165.54,card,insufficient_funds,490049.53,11,7,4,7879.554545454546,0.6363636363636364,1.1632053496332857,1,False
PAY000192,CUST00860,2026-03-01,2259.93,netbanking,authentication_failed,399393.63,0,0,0,2259.93,0.0,1.0,0,True
PAY002793,CUST00860,2026-03-20,2271.71,card,card_declined,399393.63,3,2,1,2289.4566666666665,0.6666666666666666,0.9922485247591496,1,False
PAY000293,CUST00861,2026-03-02,9528.6,card,card_declined,345581.61,0,0,0,9528.6,0.0,1.0,0,False
PAY001550,CUST00861,2026-03-11,8365.09,wallet,authentication_failed,345581.61,3,2,1,8018.803333333333,0.6666666666666666,1.0431843321592873,1,True
PAY003381,CUST00861,2026-03-24,6170.21,card,card_declined,345581.61,5,3,2,7952.18,0.6,0.7759142775943201,2,False
PAY005907,CUST00861,2026-04-12,7920.48,netbanking,expired_card,345581.61,8,5,3,7602.42375,0.625,1.0418361644205902,1,False
PAY007181,CUST00861,2026-04-24,7209.52,wallet,authentication_failed,345581.61,9,5,4,7637.763333333332,0.5555555555555556,0.9439307930026637,1,False
PAY007707,CUST00861,2026-04-30,7775.18,wallet,expired_card,345581.61,10,5,5,7594.939,0.5,1.0237317245075965,2,True
PAY005551,CUST00865,2026-04-09,12847.95,wallet,expired_card,293844.02,4,4,0,14315.842499999999,1.0,0.8974637713428324,0,True
PAY007974,CUST00865,2026-05-03,11970.44,wallet,expired_card,293844.02,7,6,1,13687.651428571427,0.8571428571428571,0.8745430187543393,1,False
PAY009700,CUST00865,2026-06-09,19264.24,wallet,network_error,293844.02,12,10,2,12207.920833333332,0.8333333333333334,1.5780115437347546,0,False
PAY003517,CUST00866,2026-03-25,3298.01,upi,expired_card,316367.49,3,3,0,4169.366666666667,1.0,0.7910098256329898,0,False
PAY003095,CUST00867,2026-03-22,3743.79,netbanking,insufficient_funds,421377.73,3,3,0,3884.92,1.0,0.9636723536134592,0,False
PAY001807,CUST00868,2026-03-13,6909.43,card,expired_card,341959.81,1,1,0,6085.56,1.0,1.135381131728222,0,True
PAY002794,CUST00868,2026-03-20,6276.02,wallet,timeout,341959.81,2,1,1,6497.495000000001,0.5,0.9659137867747493,1,True
PAY005155,CUST00868,2026-04-06,9162.13,upi,network_error,341959.81,4,2,2,7254.717500000001,0.5,1.2629202997911357,2,False
PAY006243,CUST00868,2026-04-15,6697.29,card,network_error,341959.81,5,2,3,7636.2,0.4,0.8770448652471124,2,False
PAY002346,CUST00869,2026-03-17,10863.53,card,authentication_failed,474361.56,1,1,0,8401.08,1.0,1.2931111238078914,0,True
PAY002946,CUST00869,2026-03-21,13536.02,upi,insufficient_funds,474361.56,2,1,1,9632.305,0.5,1.405273192657417,1,True
PAY007083,CUST00869,2026-04-23,16655.35,netbanking,network_error,474361.56,6,4,2,13246.175000000001,0.6666666666666666,1.2573705239437043,0,False
PAY007975,CUST00869,2026-05-03,6932.83,upi,network_error,474361.56,7,4,3,13733.199999999999,0.5714285714285714,0.5048226196370839,1,False
PAY009149,CUST00869,2026-05-22,20489.84,upi,authentication_failed,474361.56,9,5,4,12824.437777777777,0.5555555555555556,1.5977183838425146,2,False
PAY000754,CUST00870,2026-03-06,2828.31,upi,authentication_failed,14374.0,0,0,0,2828.31,0.0,1.0,0,False
PAY001225,CUST00870,2026-03-09,2824.22,netbanking,authentication_failed,14374.0,1,0,1,2828.31,0.0,0.9985539067499672,1,True
PAY002795,CUST00870,2026-03-20,4345.03,card,card_declined,14374.0,2,0,2,2826.265,0.0,1.537375299202304,2,True
PAY003946,CUST00870,2026-03-28,5131.26,netbanking,authentication_failed,14374.0,3,0,3,3332.52,0.0,1.5397536999027763,3,False
PAY005294,CUST00870,2026-04-07,2922.63,wallet,authentication_failed,14374.0,4,0,4,3782.205,0.0,0.7727317794778443,3,True
PAY007365,CUST00870,2026-04-26,3695.56,wallet,network_error,14374.0,7,2,5,3659.4171428571426,0.2857142857142857,1.0098766704455666,2,False
PAY000623,CUST00871,2026-03-05,19590.36,netbanking,insufficient_funds,79958.47,0,0,0,19590.36,0.0,1.0,0,True
PAY005156,CUST00873,2026-04-06,16412.63,netbanking,timeout,460657.87,6,6,0,18168.59,1.0,0.903351883662959,0,True
PAY000295,CUST00874,2026-03-02,15880.37,upi,network_error,369239.45,0,0,0,15880.37,0.0,1.0,0,True
PAY001423,CUST00874,2026-03-10,17740.95,upi,expired_card,369239.45,1,0,1,15880.37,0.0,1.1171622575544524,1,False
PAY001652,CUST00874,2026-03-12,15029.89,wallet,insufficient_funds,369239.45,2,0,2,16810.66,0.0,0.8940690014550291,2,False
PAY003813,CUST00874,2026-03-27,17076.45,card,card_declined,369239.45,4,1,3,16416.73,0.25,1.0401858348160689,3,False
PAY004100,CUST00874,2026-03-29,24017.83,netbanking,insufficient_funds,369239.45,5,1,4,16548.674,0.2,1.4513446817551667,4,False
PAY001424,CUST00875,2026-03-10,7641.11,upi,network_error,73350.83,0,0,0,7641.11,0.0,1.0,0,False
PAY004615,CUST00875,2026-04-02,6881.81,netbanking,timeout,73350.83,3,2,1,7058.016666666666,0.6666666666666666,0.975034535197565,1,True
PAY006017,CUST00875,2026-04-13,5595.51,wallet,network_error,73350.83,4,2,2,7013.965,0.5,0.7977670262112799,1,True
PAY006468,CUST00875,2026-04-17,7567.4,card,insufficient_funds,73350.83,5,2,3,6730.274,0.4,1.1243821573980493,2,False
PAY001226,CUST00876,2026-03-09,10893.68,netbanking,card_declined,165899.52,1,1,0,14623.4,1.0,0.7449485071871111,0,False
PAY001552,CUST00877,2026-03-11,17957.78,wallet,insufficient_funds,265111.19,1,1,0,17028.06,1.0,1.0545992908176267,0,False
PAY002649,CUST00877,2026-03-19,19783.58,wallet,network_error,265111.19,2,1,1,17492.92,0.5,1.1309478348954893,1,True
PAY003228,CUST00877,2026-03-23,23844.11,card,network_error,265111.19,3,1,2,18256.47333333333,0.3333333333333333,1.306063310511596,2,False
PAY003229,CUST00878,2026-03-23,7997.88,card,network_error,90725.3,2,2,0,7716.61,1.0,1.0364499436928911,0,True
PAY000508,CUST00879,2026-03-04,15617.24,wallet,card_declined,174451.87,0,0,0,15617.24,0.0,1.0,0,True
PAY001553,CUST00879,2026-03-11,5198.17,card,expired_card,174451.87,2,1,1,11109.615,0.5,0.4678983025064325,1,True
PAY005908,CUST00881,2026-04-12,3559.24,card,authentication_failed,323438.0,4,4,0,4297.235,1.0,0.8282628248164227,0,True
PAY007085,CUST00881,2026-04-23,3744.09,netbanking,network_error,323438.0,5,4,1,4149.636,0.8,0.9022695002646015,1,True
PAY007976,CUST00881,2026-05-03,4028.09,wallet,network_error,323438.0,6,4,2,4082.045,0.6666666666666666,0.9867823603120495,2,True
PAY000194,CUST00882,2026-03-01,4369.58,upi,network_error,306987.91,0,0,0,4369.58,0.0,1.0,0,False
PAY002650,CUST00882,2026-03-19,5084.72,netbanking,authentication_failed,306987.91,2,1,1,3862.85,0.5,1.3163130848984559,1,True
PAY003947,CUST00882,2026-03-28,5324.2,wallet,network_error,306987.91,4,2,2,4540.3575,0.5,1.1726389386738818,2,True
PAY005020,CUST00882,2026-04-05,4742.99,upi,insufficient_funds,306987.91,5,2,3,4697.126,0.4,1.0097642686187256,2,False
PAY006579,CUST00882,2026-04-18,5905.68,wallet,insufficient_funds,306987.91,7,3,4,4550.414285714286,0.42857142857142855,1.2978334782704244,3,False
PAY007086,CUST00882,2026-04-23,3901.68,wallet,timeout,306987.91,8,3,5,4719.8225,0.375,0.8266582058965141,3,False
PAY003232,CUST00883,2026-03-23,9426.77,wallet,card_declined,127026.97,2,2,0,11590.57,1.0,0.8133137541984562,0,True
PAY007901,CUST00883,2026-05-02,10409.37,netbanking,insufficient_funds,127026.97,7,6,1,11013.08,0.8571428571428571,0.9451824557707744,0,True
PAY000195,CUST00885,2026-03-01,4972.02,upi,expired_card,152319.21,0,0,0,4972.02,0.0,1.0,0,True
PAY003948,CUST00885,2026-03-28,6174.33,upi,timeout,152319.21,4,3,1,6222.615,0.75,0.9922404005390018,1,True
PAY005021,CUST00886,2026-04-05,8355.73,card,card_declined,107602.51,6,6,0,13003.284999999998,1.0,0.6425860849777576,0,True
PAY002080,CUST00887,2026-03-15,13085.63,card,insufficient_funds,161935.17,1,1,0,12878.07,1.0,1.0161173219278976,0,False
PAY003949,CUST00887,2026-03-28,10458.19,card,network_error,161935.17,4,3,1,15664.09,0.75,0.6676538503034648,1,True
PAY008771,CUST00887,2026-05-14,17437.02,wallet,expired_card,161935.17,10,8,2,13305.206,0.8,1.310541152087386,0,True
PAY000196,CUST00888,2026-03-01,11282.55,upi,insufficient_funds,467181.69,0,0,0,11282.55,0.0,1.0,0,False
PAY002202,CUST00888,2026-03-16,12744.51,netbanking,authentication_failed,467181.69,3,2,1,13242.35,0.6666666666666666,0.962405464286928,1,False
PAY004217,CUST00888,2026-03-30,9150.64,card,timeout,467181.69,5,3,2,13414.086,0.6,0.6821664927450144,2,False
PAY005553,CUST00888,2026-04-09,8589.12,netbanking,insufficient_funds,467181.69,6,3,3,12703.511666666667,0.5,0.6761217075540924,2,False
PAY001951,CUST00889,2026-03-14,18713.8,card,network_error,140361.48,1,1,0,14265.32,1.0,1.3118387810438181,0,False
PAY006137,CUST00889,2026-04-14,16460.69,netbanking,insufficient_funds,140361.48,6,5,1,16585.703333333335,0.8333333333333334,0.99246258474417,0,False
PAY007183,CUST00889,2026-04-24,14709.13,wallet,authentication_failed,140361.48,7,5,2,16567.844285714287,0.7142857142857143,0.8878119413931856,1,False
PAY005793,CUST00890,2026-04-11,1397.06,wallet,timeout,339928.01,6,6,0,2964.7166666666667,1.0,0.4712288414294789,0,True
PAY007087,CUST00890,2026-04-23,3623.99,netbanking,network_error,339928.01,7,6,1,2740.7657142857142,0.8571428571428571,1.3222545732787916,1,False
PAY008139,CUST00890,2026-05-05,3271.68,upi,network_error,339928.01,9,7,2,2828.4444444444443,0.7777777777777778,1.1567064739157762,2,False
PAY009433,CUST00890,2026-05-30,2676.11,upi,timeout,339928.01,13,10,3,2831.089230769231,0.7692307692307693,0.9452580903897819,1,True
PAY006580,CUST00891,2026-04-18,14270.63,upi,expired_card,490179.47,5,5,0,12660.488000000001,1.0,1.1271785100226783,0,True
PAY003519,CUST00892,2026-03-25,4477.12,wallet,card_declined,477531.39,3,3,0,8188.240000000001,1.0,0.5467743984055181,0,True
PAY000387,CUST00893,2026-03-03,11267.86,wallet,insufficient_funds,148774.06,1,1,0,15224.88,1.0,0.740095160027534,0,True
PAY003234,CUST00893,2026-03-23,16494.95,upi,card_declined,148774.06,4,3,1,11873.779999999999,0.75,1.3891911421636582,1,True
PAY005299,CUST00893,2026-04-07,16319.13,upi,network_error,148774.06,7,5,2,13974.75,0.7142857142857143,1.1677582783234046,1,True
PAY006375,CUST00893,2026-04-16,14892.69,wallet,insufficient_funds,148774.06,8,5,3,14267.7975,0.625,1.0437974046099265,2,True
PAY001812,CUST00895,2026-03-13,16415.43,card,expired_card,223976.18,1,1,0,16439.39,1.0,0.9985425249963655,0,True
PAY003098,CUST00895,2026-03-22,20721.44,card,authentication_failed,223976.18,2,1,1,16427.41,0.5,1.2613942185651907,1,True
PAY005158,CUST00895,2026-04-06,18717.38,upi,insufficient_funds,223976.18,4,2,2,20350.69,0.5,0.9197417876248914,2,False
PAY006581,CUST00895,2026-04-18,17820.69,upi,expired_card,223976.18,5,2,3,20024.028,0.4,0.8899652956937535,2,True
PAY003818,CUST00896,2026-03-27,2042.14,netbanking,network_error,242144.24,3,3,0,1718.6266666666668,1.0,1.1882394470003181,0,True
PAY003521,CUST00897,2026-03-25,13563.25,card,card_declined,271596.07,2,2,0,18574.36,1.0,0.7302135847480075,0,True
PAY001062,CUST00898,2026-03-08,12325.51,upi,card_declined,349604.79,0,0,0,12325.51,0.0,1.0,0,True
PAY002349,CUST00898,2026-03-17,10839.66,upi,expired_card,349604.79,1,0,1,12325.51,0.0,0.8794492073755974,1,False
PAY005159,CUST00898,2026-04-06,9905.68,wallet,insufficient_funds,349604.79,4,2,2,9893.2775,0.5,1.0012536290425493,2,False
PAY008879,CUST00898,2026-05-16,10345.28,wallet,timeout,349604.79,9,6,3,9443.140000000001,0.6666666666666666,1.0955339007999456,0,True
PAY008962,CUST00898,2026-05-18,7367.75,card,authentication_failed,349604.79,10,6,4,9533.354000000001,0.6,0.7728392337051576,1,False
PAY002653,CUST00899,2026-03-19,6958.94,wallet,insufficient_funds,309760.13,3,3,0,6891.576666666667,1.0,1.0097747346640076,0,True
PAY005301,CUST00899,2026-04-07,1273.45,upi,timeout,309760.13,5,4,1,7053.339999999999,0.8,0.18054567056174808,1,True
PAY005679,CUST00899,2026-04-10,7034.6,wallet,insufficient_funds,309760.13,6,4,2,6090.025000000001,0.6666666666666666,1.1551019905501207,2,True
PAY008140,CUST00901,2026-05-05,822.12,card,card_declined,267865.54,11,11,0,3626.7045454545455,1.0,0.22668513238289206,0,True
PAY001656,CUST00902,2026-03-12,13779.85,upi,authentication_failed,30983.1,1,1,0,10197.79,1.0,1.3512584589406136,0,False
PAY002952,CUST00902,2026-03-21,13311.58,netbanking,network_error,30983.1,2,1,1,11988.82,0.5,1.1103327933858378,1,True
PAY003385,CUST00902,2026-03-24,13340.52,wallet,timeout,30983.1,3,1,2,12429.74,0.3333333333333333,1.0732742599603853,2,True
PAY005681,CUST00902,2026-04-10,8102.17,netbanking,insufficient_funds,30983.1,6,3,3,11983.786666666667,0.5,0.6760943118702603,3,True
PAY007978,CUST00902,2026-05-03,9460.19,upi,network_error,30983.1,9,5,4,11099.346666666666,0.5555555555555556,0.852319535924637,1,True
PAY008301,CUST00902,2026-05-07,12334.95,card,authentication_failed,30983.1,10,5,5,10935.431,0.5,1.1279802323292059,2,True
PAY009015,CUST00902,2026-05-19,13036.77,upi,network_error,30983.1,11,5,6,11062.660000000002,0.45454545454545453,1.1784480405255153,2,False
PAY002654,CUST00903,2026-03-19,10349.38,upi,card_declined,360092.24,2,2,0,12136.36,1.0,0.8527581581297851,0,True
PAY006138,CUST00903,2026-04-14,14035.0,upi,card_declined,360092.24,6,5,1,10493.238333333333,0.8333333333333334,1.3375279922324583,1,True
PAY006692,CUST00903,2026-04-19,11825.91,upi,expired_card,360092.24,7,5,2,10999.204285714284,0.7142857142857143,1.0751605018700705,1,False
PAY006896,CUST00903,2026-04-21,9824.65,netbanking,insufficient_funds,360092.24,8,5,3,11102.5425,0.625,0.884900913461939,2,True
PAY007540,CUST00903,2026-04-28,11500.91,card,card_declined,360092.24,10,6,4,11401.269,0.6,1.008739465755961,3,False
PAY009244,CUST00903,2026-05-24,11017.37,netbanking,network_error,360092.24,13,8,5,11385.542307692307,0.6153846153846154,0.9676631733700062,1,True
PAY001427,CUST00904,2026-03-10,5187.6,wallet,insufficient_funds,386529.2,0,0,0,5187.6,0.0,1.0,0,False
PAY001953,CUST00904,2026-03-14,5000.34,wallet,card_declined,386529.2,1,0,1,5187.6,0.0,0.9639023826046726,1,False
PAY005682,CUST00904,2026-04-10,4864.2,upi,expired_card,386529.2,7,5,2,4738.6900000000005,0.7142857142857143,1.0264862229856773,1,True
PAY004618,CUST00905,2026-04-02,18489.19,card,timeout,277424.52,3,3,0,17738.923333333336,1.0,1.0422949382309372,0,True
PAY004358,CUST00906,2026-03-31,17046.69,netbanking,timeout,206419.19,3,3,0,16319.273333333333,1.0,1.0445740843852933,0,True
PAY004754,CUST00907,2026-04-03,8336.36,card,timeout,439807.81,4,4,0,7893.61,1.0,1.056089672532593,0,True
PAY008772,CUST00907,2026-05-14,11816.98,netbanking,network_error,439807.81,9,8,1,7292.385555555556,0.8888888888888888,1.6204546386055347,0,True
PAY009105,CUST00907,2026-05-21,9546.98,netbanking,expired_card,439807.81,10,8,2,7744.844999999999,0.8,1.2326883236527006,1,True
PAY009739,CUST00907,2026-06-11,6283.88,upi,expired_card,439807.81,13,10,3,7808.864615384615,0.7692307692307693,0.8047110955951048,2,True
PAY002204,CUST00910,2026-03-16,6574.65,wallet,authentication_failed,454428.79,2,2,0,5754.975,1.0,1.142428941915473,0,False
PAY003237,CUST00911,2026-03-23,10882.61,wallet,timeout,289196.01,3,3,0,15156.266666666668,1.0,0.7180270867056091,0,False
PAY005554,CUST00911,2026-04-09,14452.9,netbanking,card_declined,289196.01,5,4,1,14296.818,0.8,1.0109172544548024,1,False
PAY008223,CUST00911,2026-05-06,16095.02,card,network_error,289196.01,9,7,2,14274.622222222222,0.7777777777777778,1.1275268619679368,1,False
PAY009068,CUST00911,2026-05-20,6761.46,card,expired_card,289196.01,12,9,3,14412.0725,0.75,0.4691525108550488,1,True
PAY009436,CUST00911,2026-05-30,10584.04,wallet,authentication_failed,289196.01,13,9,4,13823.563846153847,0.6923076923076923,0.7656520502088046,2,True
PAY005024,CUST00912,2026-04-05,15614.15,card,expired_card,362943.25,3,3,0,11771.303333333335,1.0,1.3264588939599153,0,True
PAY005025,CUST00913,2026-04-05,1771.05,card,authentication_failed,457048.71,4,4,0,995.8725,1.0,1.7783903059879653,0,False
PAY007367,CUST00913,2026-04-26,1308.93,upi,network_error,457048.71,7,6,1,1165.2514285714285,0.8571428571428571,1.1233026348697277,1,True
PAY001815,CUST00914,2026-03-13,7430.4,wallet,network_error,441711.26,1,1,0,8251.05,1.0,0.9005399312814732,0,True
PAY003238,CUST00914,2026-03-23,6598.44,upi,expired_card,441711.26,2,1,1,7840.724999999999,0.5,0.8415599322766708,1,True
PAY006141,CUST00914,2026-04-14,8596.69,wallet,expired_card,441711.26,5,3,2,8039.503999999999,0.6,1.0693060168886042,1,True
PAY007368,CUST00914,2026-04-26,7425.04,netbanking,timeout,441711.26,6,3,3,8132.368333333333,0.5,0.9130230820419063,1,False
PAY008880,CUST00914,2026-05-16,8152.02,wallet,insufficient_funds,441711.26,8,4,4,8405.9125,0.5,0.9697959620683656,1,False
PAY009376,CUST00914,2026-05-28,7730.86,card,network_error,441711.26,9,4,5,8377.702222222222,0.4444444444444444,0.922790019856943,1,True
PAY009573,CUST00914,2026-06-03,10493.58,upi,card_declined,441711.26,10,4,6,8313.018,0.4,1.2623069022586022,2,False
